0.54713,0.40422,3.3712,711.67,0.54713,8.3399,1.9388,0.8944
0.54056,0.42168,6.1062,870.85,0.54056,14.481,3.4303,0.68906
1.6557,1.7526,25.681,1302.6,1.6557,14.653,12.475,0.32029
0.38645,0.53406,7.0787,801.8,0.38645,13.254,2.9717,1.0561
0.46743,0.38543,4.0672,743.47,0.46743,10.553,2.2292,0.89363
0.86216,0.82629,6.9062,895.22,0.86216,8.3581,3.5265,0.64006
0.71747,0.73569,7.5959,920.43,0.71747,10.325,3.7503,0.68463
0.30985,0.41346,4.5208,627.77,0.30985,10.934,1.9366,1.2907
0.28172,0.38696,4.0128,660.11,0.28172,10.37,1.6906,1.4146
0.65621,0.51372,6.3596,897.78,0.65621,12.38,3.5671,0.64111
1.351,1.6422,13.455,1070.2,1.351,8.1928,6.0727,0.46908
0.69081,1.3528,8.4345,811.27,0.69081,6.2349,2.8512,0.99414
1.0276,2.4128,20.996,1100.8,1.0276,8.7019,6.2713,0.68823
0.83733,0.54604,3.263,696.78,0.83733,5.9758,1.9751,0.77993
1.1678,2.5504,7.8129,781.77,1.1678,3.0635,2.4538,0.87043
1.4224,1.386,13.155,1092.2,1.4224,9.4909,6.6625,0.40595
2.2173,2.4026,33.783,1367.6,2.2173,14.061,16.213,0.25449
0.18038,0.5085,11.724,738.29,0.18038,23.056,3.0699,1.9949
0.56322,0.52062,9.4361,997.47,0.56322,18.125,4.9035,0.64753
0.59469,0.58006,5.1001,800.09,0.59469,8.7923,2.5818,0.83583
1.6658,4.5989,42.683,1313.5,1.6658,9.2811,11.349,0.46814
1.404,2.8051,17.897,1087.2,1.404,6.3803,5.9698,0.55107
1.5225,1.8989,21.978,1235,1.5225,11.574,9.78,0.38433
0.85873,0.55055,8.259,997.78,0.85873,15.001,5.0325,0.46481
0.72299,1.5866,5.3391,636.69,0.72299,3.3651,1.6713,1.2614
1.0591,1.1626,4.201,728.13,1.0591,3.6133,2.0026,0.84006
0.87154,0.92192,5.4641,800.45,0.87154,5.9269,2.6553,0.75528
0.99024,1.0763,11.946,1066.1,0.99024,11.1,5.7245,0.52912
0.71695,0.99246,9.2748,946.01,0.71695,9.3453,3.89,0.76798
0.47748,0.76027,9.4583,869.32,0.47748,12.441,3.6487,0.98562
