,0
Phlpp1,29.968622222222223
Bcl2,23.60949
Kdsr,37.511015
Vps4b,37.511015
Serpinb10,9.98444
Serpinb2,9.98444
Serpinb7,9.98444
Serpinb8,24.220023333333334
Cdh19,1.02243
Cdh7,1.02243
Dsel,29.912895
Mki67ip,42.494820000000004
Tsn,42.494820000000004
Clasp1,35.633845
2900060B14Rik,28.24858
Tcfcp2l1,2.3661566666666665
Gli2,47.58035384615385
Inhbb,10.004123076923078
Ralb,19.773262499999998
Tmem185b,19.773262499999998
Epb4.1l5,4.7716275
Tmem177,6.33557
3110009E18Rik,17.36687545454545
Dbi,17.36687545454545
Tmem37,17.36687545454545
C1ql2,44.327135999999996
Steap3,44.327135999999996
En1,45.26409
Insig2,50.16033
Actr3,45.6948625
Nckap5,18.4809375
Mgat5,11.955063333333333
Acmsd,58.271260000000005
Ccnt2,58.271260000000005
Rab3gap1,7.3292
Mir128-1,14.31392111111111
R3hdm1,14.31392111111111
Zranb3,14.31392111111111
Dars,15.33305
Cxcr4,27.00838
Cd55,18.6410475
Daf2,18.6410475
AA986860,26.311014999999998
C4bp,26.311014999999998
C4bp-ps1,26.311014999999998
Pfkfb2,26.311014999999998
Yod1,26.311014999999998
Zp3r,26.311014999999998
Mapkapk2,50.794896
Dyrk3,13.651595555555554
Lgtn,13.651595555555554
Ikbke,105.89059000000002
Rassf5,105.89059000000002
Fam72a,28.83364785714286
Srgap2,28.83364785714286
5430435G22Rik,34.838525
Pm20d1,1.51139
Nucks1,11.083279999999998
Elk4,82.95389999999999
Slc45a3,82.95389999999999
Cdk18,17.38981
Lemd1,23.221891818181817
Mir135b,23.221891818181817
Klhdc8a,51.737276666666666
Nuak2,51.737276666666666
Tmcc2,27.239069999999998
Dstyk,28.10724
Lrrn2,2.197895
Mdm4,23.20370692307693
Pik3c2b,23.20370692307693
Ppp1r15b,23.20370692307693
Golt1a,11.679431666666666
Kiss1,11.679431666666666
Plekha6,11.679431666666666
Ren1,11.679431666666666
Ren2,11.679431666666666
Etnk2,2.9127400000000003
Sox13,2.9127400000000003
Snrpe,7.972980000000002
Zbed6,7.972980000000002
Zc3h11a,7.972980000000002
Atp2b4,28.209848000000004
Lax1,28.209848000000004
Optc,28.209848000000004
Prelp,28.209848000000004
Fmod,27.517920000000004
Btg2,38.55867333333333
Adora1,25.136965
Chi3l1,25.136965
Mybph,25.136965
Myog,9.409669999999998
Ppfia4,9.409669999999998
4933406M09Rik,15.615069499999999
Adipor1,15.615069499999999
Cyb5r1,15.615069499999999
Klhl12,15.615069499999999
Rabif,15.615069499999999
Tmem183a,15.615069499999999
4931440L10Rik,8.861609411764707
Kdm5b,8.861609411764707
Syt2,30.97699
9530009M10Rik,43.5021075
Ppp1r12b,43.5021075
Ube2t,43.5021075
Lgr6,36.574960000000004
Ptpn7,36.574960000000004
Ptprv,36.574960000000004
Arl8a,18.73923
Gpr37l1,18.73923
Elf3,3.0759630000000002
Lmod1,64.00501333333334
Shisa4,64.00501333333334
Ipo9,18.839855
Nav1,28.372300909090907
Cacna1s,33.47512153846154
Csrp1,33.47512153846154
Lad1,33.47512153846154
Phlda3,33.47512153846154
Pkp1,33.47512153846154
Tmem9,33.47512153846154
Tnni1,33.47512153846154
Tnnt2,33.47512153846154
5730559C18Rik,33.41924124999999
Gpr25,33.41924124999999
Kif21b,33.41924124999999
Camsap1l1,26.206867499999998
9230116N13Rik,13.446602000000002
Ddx59,13.446602000000002
Kif14,6.0587
Nr5a2,2.888446666666667
Mir181a-1,26.61026705882353
Mir181b-1,26.61026705882353
Atp6v1g3,31.739655999999997
Ptprc,31.739655999999997
Nek7,22.579660833333335
2310009B15Rik,25.116004999999998
Lhx9,25.116004999999998
Dennd1b,26.369002000000002
Crb1,0.5261899999999999
Aspm,15.0913
BC026782,0.6830633333333332
Cfh,0.6830633333333332
Cfhr1,0.6830633333333332
EG214403,0.6830633333333332
F13b,0.6830633333333332
B3galt2,14.600639999999999
Cdc73,14.600639999999999
Glrx2,2.97893
Rgs1,22.354115714285715
Rgs13,22.354115714285715
Rgs18,22.354115714285715
Pla2g4a,19.93664954545455
7530420F21Rik,23.877629999999996
Pdc,23.877629999999996
Ptgs2,23.877629999999996
Prg4,21.930950000000003
Hmcn1,16.99655727272727
1190005F20Rik,21.229611
1200016B10Rik,21.229611
Ivns1abp,21.229611
Rnf2,21.229611
Fam129a,15.1237075
1700025G04Rik,27.87709333333333
Rgl1,38.84817285714285
Arpc5,6.640528571428573
Ncf2,6.640528571428573
Nmnat2,22.662593571428573
Lamc1,24.725874444444443
Lamc2,24.725874444444443
1700012A16Rik,2.4874099999999997
E330020D12Rik,2.4874099999999997
Dhx9,9.904295454545455
Npl,9.904295454545455
Rgs16,26.234495
Rgs8,26.234495
5830403L16Rik,17.20785
Glul,23.0294
Gm5531,23.0294
Teddm1,23.0294
Ier5,59.81212615384615
Mr1,15.463384999999999
Stx6,15.463384999999999
Qsox1,82.99387
Cep350,42.17737555555556
Tor1aip1,42.17737555555556
Tor1aip2,42.17737555555556
Nphs2,0.5240100000000001
Tdrd5,0.5240100000000001
9430070O13Rik,13.979974285714283
Abl2,13.979974285714283
Soat1,13.979974285714283
Tor3a,18.61062625
Fam20b,70.32814
Ralgps2,8.399261666666668
2810025M15Rik,13.420676666666665
BC026585,13.420676666666665
Rasal2,13.420676666666665
Sec16b,25.69356
Mir488,37.19727
Rfwd2,31.2044725
Scarna3a,31.2044725
4930523C07Rik,70.7018
Mrps14,19.8542925
Tnn,19.8542925
Cacybp,13.736973529411767
Gpr52,20.49126
Serpinc1,21.96196
Gas5,61.43493666666666
Snord47,61.43493666666666
Zbtb37,61.43493666666666
Ankrd45,4.43883
Prdx6,35.80676
Tnfsf4,13.45173
Tnfsf18,13.600365
AI848100,78.94124785714284
Dnm3os,78.94124785714284
Fasl,78.94124785714284
Mir199a-2,78.94124785714284
Mir214,78.94124785714284
Pigc,78.94124785714284
Dnm3,12.5089
Vamp4,29.31049
Fmo3,14.945846666666666
Prrx1,37.48036181818182
Kifap3,11.656695
Mettl11b,11.656695
Slc19a2,50.314105
Blzf1,47.19722
Nme7,47.19722
Atp1b1,3.312720000000001
Sft2d2,10.28832
Tbx19,10.28832
Tiprl,42.91158
Adcy10,25.83879
Brp44,25.83879
Dcaf6,25.83879
Cd247,13.564595999999998
Creg1,13.564595999999998
Mpzl1,13.564595999999998
Pou2f1,13.564595999999998
Rcsd1,13.564595999999998
Dusp27,2.5110525000000004
Gpa33,2.5110525000000004
Ildr2,10.00736
Pogk,45.73827
Tada1,45.73827
Tmco1,31.796858461538463
Uck2,31.796858461538463
Aldh9a1,16.987896666666668
Mgst3,16.987896666666668
Lrrc52,1.98993
Pbx1,28.116243478260866
Nuf2,16.34009
Rgs4,30.70499538461539
Rgs5,30.70499538461539
Ddr2,45.16320333333333
Hsd17b7,45.16320333333333
Uap1,47.710454999999996
Olfml2b,24.423849999999998
Atf6,10.484847692307692
Dusp12,10.484847692307692
Fcgr2b,10.484847692307692
Fcgr4,10.484847692307692
Fcrla,10.484847692307692
Fcrlb,10.484847692307692
1700009P17Rik,15.25151769230769
Fcgr3,15.25151769230769
Mpz,15.25151769230769
Sdhc,15.25151769230769
Pcp4l1,20.53809
Adamts4,66.3594525
Apoa2,66.3594525
Fcer1g,66.3594525
Ndufs2,66.3594525
Nr1i3,66.3594525
Tomm40l,66.3594525
Ppox,43.074176666666666
Ufc1,43.074176666666666
Usp21,43.074176666666666
Klhdc9,16.14539
Nit1,16.14539
Pfdn2,16.14539
Arhgap30,14.7404425
F11r,14.7404425
Tstd1,14.7404425
Usf1,14.7404425
Refbp2,33.29618
Cd244,1.3569633333333335
Cd48,1.3569633333333335
Cd84,1.3569633333333335
Itln1,1.3569633333333335
Ly9,1.3569633333333335
Slamf1,1.3569633333333335
Slamf6,1.3569633333333335
Slamf7,1.3569633333333335
Nhlh1,4.3754
Vangl2,4.3754
Copa,39.0438225
Dcaf8,39.0438225
Ncstn,39.0438225
Pea15a,39.0438225
Pex19,39.0438225
Atp1a4,23.975255
Casq1,23.975255
Atp1a2,25.912855
Igsf8,25.912855
Kcnj10,25.912855
Kcnj9,25.912855
Pigm,23.682655
Ccdc19,26.959317142857138
Igsf9,26.959317142857138
Slamf9,26.959317142857138
Tagln2,26.959317142857138
Dusp23,40.00241
Crp,25.94734
1810030J14Rik,8.490359999999999
Aim2,8.490359999999999
BC094916,8.490359999999999
Cadm3,8.490359999999999
Darc,8.490359999999999
E030037K03Rik,8.490359999999999
E430029J22Rik,8.490359999999999
Ifi202b,8.490359999999999
Ifi203,8.490359999999999
Ifi204,8.490359999999999
Ifi205,8.490359999999999
Mnda,8.490359999999999
Mndal,8.490359999999999
Olfr231,8.490359999999999
Olfr248,8.490359999999999
Olfr417,8.490359999999999
Olfr419,8.490359999999999
Olfr420,8.490359999999999
Olfr421,8.490359999999999
Olfr424,8.490359999999999
Olfr427,8.490359999999999
Olfr429,8.490359999999999
Olfr430,8.490359999999999
Olfr432,8.490359999999999
Olfr433,8.490359999999999
Pyhin1,8.490359999999999
Spna1,8.490359999999999
Fmn2,1.1940833333333334
Olfr220,1.1940833333333334
Olfr414,1.1940833333333334
Grem2,20.5113875
Rgs7,18.6902
Cep170,35.175149999999995
Sdccag8,35.175149999999995
Akt3,13.94164
Gm16432,17.20785
Pppde1,17.20785
Kif26b,25.031086666666663
Cnst,16.89606
Smyd3,16.89606
Tfb2m,16.89606
Cdc42bpa,23.49414375
Psen2,12.479346666666666
6330403A02Rik,33.54297375
Gm5069,33.54297375
Itpkb,33.54297375
Lin9,18.18442
Parp1,18.18442
Acbd3,37.58062333333333
Mixl1,37.58062333333333
BC031781,27.693589999999997
H3f3a,27.693589999999997
Lefty1,9.8387225
Pycr2,9.8387225
Ephx1,49.09173166666667
Tmem63a,49.09173166666667
Cnih4,16.960225
Nvl,16.960225
Wdr26,18.198311666666665
Cnih3,37.87936
Ccdc121,21.37322
Enah,12.956544666666668
Lbr,12.956544666666668
Degs1,6.088768571428569
Vmn1r1,6.088768571428569
Fbxo28,26.36881
Capn2,53.60319571428571
Capn8,53.60319571428571
Susd4,28.40445
Tlr5,15.20991
1700056E22Rik,43.32802875
Dusp10,43.32802875
C130074G19Rik,22.413592857142856
Hlx,22.413592857142856
Mosc1,22.413592857142856
Mosc2,22.413592857142856
Rab3gap2,12.788686
Eprs,137.4197
5033404E19Rik,3.3552075000000006
Slc30a10,3.3552075000000006
Rrp15,36.490378571428565
Tgfb2,36.490378571428565
D1Pas1,1.0402200000000001
Gpatch2,29.061559999999997
Spata17,29.061559999999997
Kctd3,3.0979979999999996
Cenpf,21.16605
Ptpn14,20.029019411764708
Smyd2,14.75968
Vash2,16.685959999999998
1700022P22Rik,19.96676
Atf3,19.96676
Batf3,19.96676
Fam71a,19.96676
Nsl1,19.96676
Tatdn3,19.96676
Nenf,21.750213333333335
Tmem206,21.750213333333335
Dtl,56.5625725
Ints7,56.5625725
Ppp2r5a,56.5625725
Lpgat1,17.902525
Nek2,14.919005
Rd3,29.180926666666664
Traf5,29.180926666666664
Gm10516,82.3853
Rcor3,82.3853
Hhat,63.631833333333326
Sertad4,58.12200800000001
A130010J15Rik,40.880215
G0s2,40.880215
Hsd11b1,40.880215
Irf6,40.880215
Lamb3,40.880215
Traf3ip3,40.880215
Mir205,7.8306522222222235
Plxna2,24.0304
A330023F24Rik,32.842105
C030002c11rik,32.842105
Cd34,32.842105
Mir29b-2,32.842105
Mir29c,32.842105
Cr1l,46.80903
Fam171a1,16.779989999999998
Nmt2,49.260194999999996
Acbd7,41.68323
Rpp38,41.68323
Cdnf,18.552606666666666
Hspa14,18.552606666666666
Suv39h2,18.552606666666666
Fam107b,31.766065714285713
Frmd4a,18.44407
Prpf18,27.524463571428573
Sephs1,56.9455
Phyh,11.696855
Mcm10,2.2751099999999997
Optn,2.2751099999999997
Camk1d,14.413504
Cdc123,16.22894333333333
Nudt5,16.22894333333333
Sec61a2,16.22894333333333
Dhtkd1,23.571805
Upf2,23.571805
5430407P10Rik,5.68639
Usp6nl,8.659085000000001
5031426D15Rik,32.23562944444444
Celf2,32.23562944444444
4930412O13Rik,3.93959
Gata3,3.93959
Atp5c1,34.863
Kin,34.863
Itih2,36.86117
Itih5,10.26534
Sfmbt2,11.315626666666668
Il2ra,8.953356
Pfkfb3,8.953356
Rbm17,8.953356
Il15ra,19.88474
Ankrd16,81.076435
Fbxo18,81.076435
Itga8,33.29291222222222
Fam188a,22.523120000000002
Cubn,60.969455
Rsu1,60.969455
Trdmt1,60.969455
Vim,60.969455
St8sia6,13.897665
Ptpla,25.539620000000003
Stam,128.578
Fam23a,17.275606666666665
Mir511,17.275606666666665
Mrc1,17.275606666666665
Slc39a12,17.275606666666665
Gm13315,22.360919999999997
Arl5b,19.456385
Nsun6,19.456385
Plxdc2,27.456622
Nebl,13.35715
2810030E01Rik,24.167821578947372
A930004D18Rik,24.167821578947372
H2afb1,24.167821578947372
LOC100034739,24.167821578947372
Mllt10,24.167821578947372
BC061194,25.94986333333333
Bmi1,25.94986333333333
Commd3,25.94986333333333
4930426L09Rik,37.5056525
Pip4k2a,37.5056525
Otud1,19.5375375
Etl4,19.09473
Arhgap21,25.004009999999994
Gm13375,25.004009999999994
Gpr158,1.26083
Apbb1ip,36.064535
4931423N10Rik,31.30767100000001
Abi1,31.30767100000001
Acbd5,31.30767100000001
Mastl,31.30767100000001
Pdss1,31.30767100000001
Yme1l1,31.30767100000001
Il1f10,27.07909818181818
Il1f5,27.07909818181818
Il1f6,27.07909818181818
Il1f9,27.07909818181818
Il1rn,27.07909818181818
Pax8,27.07909818181818
Psd4,27.07909818181818
Arrdc1,4.1481449999999995
Mrpl41,4.1481449999999995
Pnpla7,4.1481449999999995
Wdr85,4.1481449999999995
Zmynd19,4.1481449999999995
A830007P12Rik,20.6878725
Cobra1,20.6878725
Nrarp,20.6878725
2310002J15Rik,33.381425
4933433C11Rik,33.381425
Fam166a,33.381425
Gm757,33.381425
Slc34a3,33.381425
Tubb2c,33.381425
Rnf208,2.96523
AA543186,1.04703
Man1b1,1.04703
Dpp7,19.955779999999997
Uap1l1,19.955779999999997
BC029214,43.847626000000005
C8g,43.847626000000005
Clic3,43.847626000000005
Edf1,43.847626000000005
Fbxw5,43.847626000000005
Lcn12,43.847626000000005
Ptgds,43.847626000000005
Traf2,43.847626000000005
Camsap1,27.21458888888889
Kcnt1,27.21458888888889
Nacc2,27.21458888888889
Ubac1,27.21458888888889
4932418E24Rik,34.04544
Card9,34.04544
Dnlz,34.04544
Gpsm1,34.04544
Inpp5e,34.04544
Lhx3,34.04544
Pmpca,34.04544
Qsox2,34.04544
Sdccag3,34.04544
Snapc4,34.04544
Agpat2,31.6488
Egfl7,31.6488
Mir126,31.6488
Notch1,31.6488
Fam69b,68.77559000000001
Snhg7,68.77559000000001
Snora17,68.77559000000001
Snora43,68.77559000000001
Abo,42.99301333333333
Med22,42.99301333333333
Rpl7a,42.99301333333333
Surf6,42.99301333333333
Adamts13,27.536175
Gm711,27.536175
Rexo4,27.536175
Surf1,27.536175
Surf2,27.536175
Surf4,27.536175
5930434B04Rik,19.53034
Slc2a6,19.53034
Adamtsl2,33.1083275
Dbh,33.1083275
Fam163b,33.1083275
Sardh,33.1083275
Tmem8c,33.1083275
Brd3,13.90732625
Vav2,13.90732625
Col5a1,71.02219818181817
F730016J06Rik,71.02219818181817
Fcnb,71.02219818181817
Olfm1,71.02219818181817
Rxra,71.02219818181817
Wdr5,71.02219818181817
1700007K13Rik,8.305615
Mrps2,8.305615
Cel,36.11111333333334
Gbgt1,36.11111333333334
Ralgds,36.11111333333334
Gfi1b,1.477055
Gtf3c5,1.477055
Ddx31,46.764295000000004
Gtf3c4,46.764295000000004
1700101E01Rik,12.807220909090908
Setx,12.807220909090908
Ttf1,12.807220909090908
6530402F18Rik,3.9196400000000002
Ntng2,3.9196400000000002
Coq4,21.103649047619044
Gm13547,21.103649047619044
Rapgef1,21.103649047619044
Slc27a4,21.103649047619044
Trub2,21.103649047619044
Cercam,38.749966666666666
Mir219-2,38.749966666666666
Odf2,38.749966666666666
Urm1,38.749966666666666
Gle1,29.8258275
Pkn3,29.8258275
Set,29.8258275
Spna2,29.8258275
Wdr34,29.8258275
Zer1,12.234889999999998
Tbc1d13,19.98455
1700084E18Rik,73.07198875000002
Ccbl1,73.07198875000002
Lrrc8a,73.07198875000002
Phyhd1,73.07198875000002
Dolk,16.476315714285715
Dolpp1,16.476315714285715
Fam73b,16.476315714285715
Nup188,16.476315714285715
Sh3glb2,16.476315714285715
Crat,59.17886
Ppp2r4,59.17886
Ier5l,53.130632000000006
Cstad,99.60267055555556
1700001O22Rik,31.459707500000004
Asb6,76.30063000000001
Mettl11a,76.30063000000001
Prrx2,76.30063000000001
Ptges,38.966570000000004
BC005624,13.940707499999998
Tor1a,13.940707499999998
Tor1b,13.940707499999998
Usp20,13.940707499999998
Fnbp1,20.476255200000004
Ass1,30.2728
Fubp3,30.2728
Ncs1,30.2728
Prdm12,3.59702
Fibcd1,63.97538
Lamc3,63.97538
Qrfp,63.97538
Fam78a,1.95867
Ppapdc3,10.983965999999999
Bat2l,20.74925166666667
Pomt1,20.74925166666667
Uck1,20.74925166666667
2900010J23Rik,19.2054
Golga2,19.2054
Dnm1,66.17983375
Mir199b,66.17983375
1110008P14Rik,81.14667
Lcn2,81.14667
Ptges2,81.14667
Slc25a25,47.6144
Naif1,44.71058000000001
Fam102a,25.376965000000006
