0.88497,0.049387,0.021755,0.012958,0.0088102,0.0064198,0.0048567,0.0037519,0.0029351,0.0023153,0.0018373
0.88492,0.049398,0.021771,0.012972,0.0088192,0.0064246,0.0048588,0.0037527,0.0029353,0.0023152,0.0018372
0.88483,0.049415,0.021795,0.012992,0.0088318,0.0064313,0.0048618,0.0037538,0.0029356,0.0023152,0.0018371
0.88471,0.04944,0.021828,0.01302,0.00885,0.0064412,0.0048664,0.0037557,0.0029362,0.0023153,0.001837
0.88452,0.049478,0.021879,0.013062,0.0088777,0.0064565,0.0048739,0.003759,0.0029374,0.0023156,0.001837
0.88422,0.049542,0.021961,0.013129,0.0089223,0.0064821,0.0048871,0.0037652,0.0029401,0.0023165,0.0018372
0.88366,0.049663,0.022106,0.013246,0.0090007,0.0065288,0.0049127,0.0037784,0.0029465,0.0023195,0.0018384
0.88249,0.04993,0.022398,0.013475,0.009156,0.0066255,0.0049701,0.0038113,0.002965,0.0023297,0.0018439
0.87944,0.050703,0.023127,0.01402,0.0095291,0.0068705,0.0051277,0.003912,0.0030293,0.0023709,0.0018703
0.86668,0.054542,0.025969,0.015985,0.010878,0.0078018,0.0057766,0.0043688,0.003354,0.0026039,0.0020389
