0.95284,0.033173,0.008768,0.003079,0.0012174,0.00051341,0.00022532,0.00010153,4.6598e-05,2.1673e-05,1.0182e-05
0.92511,0.042882,0.015374,0.0073315,0.0039306,0.0022424,0.0013278,0.00080532,0.00049655,0.00030979,0.00019497
0.90535,0.047201,0.019207,0.010394,0.0063154,0.0040771,0.0027282,0.001868,0.0012992,0.00091366,0.00064791
0.89064,0.049448,0.021576,0.012517,0.0081456,0.005627,0.0040258,0.0029454,0.0021879,0.0016429,0.0012436
0.87944,0.050703,0.023127,0.01402,0.0095291,0.0068705,0.0051277,0.003912,0.0030293,0.0023709,0.0018703
0.87076,0.051418,0.024184,0.015114,0.010585,0.0078602,0.0060398,0.0047429,0.0037796,0.0030438,0.0024705
0.86394,0.051814,0.024924,0.015928,0.011402,0.008652,0.0067915,0.005447,0.0044328,0.0036451,0.0030208
0.85852,0.05201,0.025453,0.016545,0.012044,0.0092908,0.0074126,0.0060418,0.0049962,0.0041745,0.003515
0.85416,0.052075,0.025833,0.01702,0.012554,0.009811,0.0079287,0.0065452,0.0054813,0.0046378,0.0039543
0.85063,0.052052,0.026107,0.017388,0.012964,0.010238,0.0083603,0.0069728,0.0058994,0.0050426,0.0043433
