0.024286,0.04319,0.06552,0.080078,0.086639,0.086867,0.082799,0.076201,0.068389,0.060255,0.052358,0.045019,0.038394,0.032536,0.027432,0.023036,0.019281,0.016096,0.013408,0.01115,0.0092586,0.007679,0.0063626,0.0052676,0.0043581,0.0036037,0.0029785,0.0024609,0.0020326,0.0016784,0.0013857
0.027761,0.061862,0.091756,0.10688,0.10848,0.10119,0.089452,0.076385,0.063781,0.05249,0.042801,0.034699,0.028033,0.022604,0.01821,0.014666,0.011814,0.0095211,0.0076783,0.0061969,0.0050054,0.0040465,0.0032741,0.0026514,0.002149,0.0017431,0.0014151,0.0011496,0.00093461,0.00076036,0.000619
0.031355,0.073007,0.10668,0.12059,0.11769,0.10509,0.088901,0.072812,0.058538,0.046599,0.036924,0.029214,0.023122,0.018324,0.014548,0.011574,0.0092265,0.0073701,0.0058985,0.0047294,0.0037985,0.0030557,0.0024618,0.001986,0.0016043,0.0012974,0.0010505,0.00085137,0.00069068,0.00056083,0.00045578
0.033763,0.079848,0.11551,0.12807,0.1219,0.10593,0.087272,0.069796,0.054995,0.043069,0.033691,0.026394,0.020732,0.016336,0.012912,0.010237,0.0081392,0.0064879,0.0051839,0.0041509,0.0033302,0.0026766,0.0021548,0.0017373,0.0014027,0.0011339,0.00091772,0.00074356,0.00060306,0.00048957,0.00039779
0.035368,0.084264,0.12105,0.13247,0.12401,0.10588,0.085791,0.067645,0.052704,0.04093,0.031825,0.024827,0.019445,0.01529,0.012069,0.0095593,0.0075949,0.006051,0.0048329,0.0038688,0.0031033,0.0024938,0.0020074,0.0016183,0.0013065,0.0010561,0.00085468,0.00069245,0.00056159,0.00045589,0.00037041
0.036472,0.08725,0.12472,0.13525,0.12516,0.10559,0.084629,0.066138,0.051189,0.039571,0.030676,0.023884,0.018684,0.014681,0.011582,0.009171,0.0072849,0.0058033,0.0046347,0.0037099,0.0029757,0.0023912,0.0019247,0.0015516,0.0012526,0.0010125,0.00081945,0.00066391,0.00053844,0.00043709,0.00035514
0.037257,0.089353,0.12726,0.13709,0.12583,0.10527,0.083743,0.065065,0.050151,0.038665,0.029924,0.023277,0.018199,0.014295,0.011276,0.0089277,0.0070912,0.0056488,0.0045112,0.003611,0.0028963,0.0023274,0.0018734,0.0015102,0.0012192,0.00098552,0.00079758,0.00064619,0.00052406,0.00042543,0.00034566
0.037832,0.090884,0.12909,0.13838,0.12624,0.10497,0.083068,0.064283,0.049415,0.038034,0.029408,0.022864,0.017871,0.014036,0.011071,0.0087647,0.0069616,0.0055454,0.0044287,0.0035449,0.0028433,0.0022848,0.0018391,0.0014826,0.0011969,0.00096748,0.00078298,0.00063436,0.00051447,0.00041764,0.00033933
0.038266,0.092031,0.13045,0.13931,0.12651,0.10471,0.082548,0.0637,0.048876,0.037578,0.029039,0.02257,0.017639,0.013853,0.010926,0.0086498,0.0068704,0.0054727,0.0043706,0.0034984,0.002806,0.0022548,0.001815,0.0014631,0.0011812,0.00095479,0.00077271,0.00062604,0.00050772,0.00041216,0.00033488
0.0386,0.092912,0.13148,0.14,0.12669,0.1045,0.082142,0.063254,0.04847,0.037239,0.028766,0.022354,0.017468,0.013718,0.01082,0.0085657,0.0068035,0.0054194,0.004328,0.0034643,0.0027787,0.0022329,0.0017973,0.0014489,0.0011697,0.0009455,0.00076518,0.00061994,0.00050278,0.00040815,0.00033162
