0.83596,0.069663,0.031929,0.018625,0.012029,0.0082197,0.0058223,0.0042281,0.003127,0.0023453,0.0017785,0.0013608,0.001049,0.00081362,0.00063443,0.00049697,0.00039085,0.00030846,0.0002442,0.00019386,0.00015428
0.69883,0.11647,0.058236,0.035588,0.023726,0.016608,0.011995,0.0088532,0.0066399,0.0050414,0.0038651,0.0029866,0.0023229,0.0018167,0.0014274,0.001126,0.00089145,0.00070792,0.00056371,0.00044998,0.00035998
0.58419,0.14605,0.079109,0.050542,0.034748,0.024902,0.018331,0.013748,0.010454,0.0080344,0.0062266,0.0048587,0.0038127,0.0030062,0.0023799,0.0018907,0.0015066,0.0012038,0.00096418,0.00077388,0.00062233
0.48836,0.16279,0.094959,0.063306,0.044842,0.032884,0.024663,0.018791,0.014485,0.011266,0.0088249,0.0069529,0.0055044,0.0043753,0.0034898,0.0027918,0.0022393,0.0018002,0.0014502,0.0011703,0.00094601
0.40825,0.1701,0.10631,0.07383,0.053834,0.040376,0.030842,0.023866,0.018645,0.014675,0.011617,0.0092411,0.0073801,0.0059135,0.0047519,0.003828,0.0030903,0.0024995,0.002025,0.0016431,0.001335
0.34128,0.17064,0.11376,0.08216,0.06162,0.047242,0.036744,0.02887,0.022855,0.0182,0.01456,0.011692,0.0094185,0.0076072,0.0061582,0.004995,0.0040585,0.0033025,0.0026909,0.0021952,0.0017928
0.28529,0.16642,0.11788,0.088412,0.068151,0.053385,0.042263,0.03371,0.027038,0.021781,0.017606,0.014272,0.011596,0.00944,0.0076981,0.0062868,0.0051408,0.0042084,0.0034485,0.0028284,0.0023216
0.23849,0.159,0.11925,0.092748,0.073425,0.05874,0.047319,0.038306,0.031123,0.02536,0.02071,0.016945,0.013885,0.011393,0.0093587,0.0076949,0.0063323,0.0052148,0.0042974,0.0035435,0.0029234
0.19937,0.14953,0.11838,0.095359,0.077479,0.063275,0.05185,0.042591,0.035049,0.028883,0.023828,0.019677,0.01626,0.013446,0.011125,0.0092091,0.0076263,0.0063179,0.0052356,0.0043401,0.0035986
0.16667,0.13889,0.11574,0.096451,0.080376,0.06698,0.055816,0.046514,0.038761,0.032301,0.026918,0.022431,0.018693,0.015577,0.012981,0.010818,0.0090146,0.0075122,0.0062602,0.0052168,0.0043473
