0.70534,0.18086,0.066683,0.026966,0.011377,0.0049217,0.0021662,0.00096592,0.00043524,0.00019784,9.0597e-05
0.58951,0.19825,0.095898,0.050868,0.028186,0.016046,0.0093128,0.0054866,0.003272,0.0019711,0.0011977
0.52886,0.19652,0.1061,0.062835,0.038913,0.024787,0.016115,0.010644,0.0071224,0.004817,0.0032874
0.49389,0.19125,0.10962,0.06895,0.045381,0.030744,0.021271,0.014961,0.010664,0.007685,0.0055899
0.47293,0.18554,0.11043,0.072156,0.049355,0.034766,0.025021,0.018312,0.013585,0.010192,0.0077187
0.46025,0.18014,0.11005,0.073814,0.051849,0.037519,0.027747,0.020872,0.015919,0.012279,0.0095618
0.45274,0.17524,0.10911,0.074599,0.053429,0.039432,0.029749,0.022833,0.01777,0.013988,0.011117
0.44857,0.17082,0.10791,0.07487,0.054425,0.040777,0.031236,0.024345,0.019242,0.015384,0.012419
0.44662,0.16685,0.10661,0.074828,0.055037,0.041727,0.03235,0.025521,0.020419,0.016527,0.013506
0.44618,0.16327,0.10529,0.074594,0.055387,0.042399,0.033192,0.026443,0.021366,0.017466,0.014416
