0.11087,0.19985,0.21273,0.17476,0.12284,0.077923,0.046045,0.025869,0.014011,0.0073881,0.0038194,0.0019457,0.00098046,0.00049007,0.00024348,0.00012043,5.9368e-05,2.9197e-05,1.4334e-05,7.0288e-06,3.4436e-06,1.6862e-06,8.2544e-07,4.04e-07,1.9773e-07,9.6786e-08,4.7382e-08,2.3201e-08,1.1364e-08,5.5673e-09,2.7284e-09,1.3376e-09,6.5594e-10,3.2178e-10,1.5791e-10,7.7517e-11,3.8065e-11,1.8699e-11,9.1882e-12,4.5164e-12,2.2207e-12,1.0922e-12,5.3737e-13,2.6446e-13,1.3019e-13,6.4106e-14,3.1575e-14,1.5556e-14,7.6662e-15,3.7788e-15,1.8631e-15
0.057269,0.12385,0.15928,0.15943,0.13778,0.10845,0.080226,0.056902,0.039209,0.026483,0.017642,0.011641,0.0076318,0.0049812,0.0032417,0.0021058,0.0013664,0.00088606,0.00057448,0.00037248,0.00024157,0.00015673,0.00010173,6.6063e-05,4.2925e-05,2.7907e-05,1.8154e-05,1.1816e-05,7.6952e-06,5.0143e-06,3.2692e-06,2.1326e-06,1.3918e-06,9.0885e-07,5.9376e-07,3.8808e-07,2.5377e-07,1.6601e-07,1.0865e-07,7.1134e-08,4.6591e-08,3.0528e-08,2.001e-08,1.312e-08,8.6056e-09,5.6463e-09,3.7058e-09,2.4329e-09,1.5977e-09,1.0495e-09,6.8963e-10
0.039269,0.091223,0.12654,0.13722,0.12907,0.11107,0.090223,0.070537,0.053757,0.040275,0.029833,0.021933,0.016047,0.011705,0.0085226,0.0061993,0.0045076,0.0032776,0.0023839,0.0017347,0.001263,0.00092015,0.00067084,0.00048943,0.00035733,0.00026107,0.00019087,0.00013964,0.00010223,7.4892e-05,5.4897e-05,4.0264e-05,2.9548e-05,2.1696e-05,1.5939e-05,1.1716e-05,8.6155e-06,6.3386e-06,4.6655e-06,3.4355e-06,2.5308e-06,1.8651e-06,1.375e-06,1.014e-06,7.4811e-07,5.5211e-07,4.0759e-07,3.0099e-07,2.2234e-07,1.6429e-07,1.2143e-07
0.030344,0.073248,0.10587,0.11994,0.1182,0.10685,0.091404,0.075419,0.060776,0.048224,0.037881,0.029566,0.022984,0.017825,0.013807,0.010689,0.0082746,0.0064077,0.0049646,0.003849,0.0029863,0.0023188,0.0018019,0.0014013,0.0010907,0.00084958,0.00066226,0.00051662,0.00040328,0.00031503,0.00024624,0.0001926,0.00015073,0.00011803,9.2472e-05,7.2488e-05,5.685e-05,4.4607e-05,3.5017e-05,2.7501e-05,2.1607e-05,1.6983e-05,1.3353e-05,1.0504e-05,8.2651e-06,6.5057e-06,5.1226e-06,4.0348e-06,3.179e-06,2.5054e-06,1.9751e-06
0.02506,0.061862,0.091756,0.10688,0.10848,0.10119,0.089452,0.076385,0.063781,0.05249,0.042801,0.034699,0.028033,0.022604,0.01821,0.014666,0.011814,0.0095211,0.0076783,0.0061969,0.0050054,0.0040465,0.0032741,0.0026514,0.002149,0.0017431,0.0014151,0.0011496,0.00093461,0.00076036,0.000619,0.00050425,0.00041101,0.00033521,0.00027355,0.00022334,0.00018244,0.0001491,0.00012191,9.9728e-05,8.1613e-05,6.6816e-05,5.4724e-05,4.4836e-05,3.6748e-05,3.013e-05,2.4712e-05,2.0274e-05,1.6639e-05,1.3659e-05,1.1216e-05
0.021665,0.053988,0.081518,0.096783,0.10026,0.095572,0.086437,0.075587,0.064687,0.0546,0.045687,0.038026,0.031551,0.026135,0.021634,0.017906,0.014826,0.012283,0.010183,0.0084498,0.0070176,0.0058335,0.0048535,0.0040418,0.0033687,0.0028101,0.002346,0.0019601,0.0016388,0.0013712,0.0011481,0.00096185,0.00080634,0.00067637,0.00056767,0.00047669,0.0004005,0.00033665,0.00028311,0.0002382,0.00020049,0.00016882,0.00014221,0.00011984,0.00010103,8.5198e-05,7.1871e-05,6.0648e-05,5.1194e-05,4.3226e-05,3.6509e-05
0.019476,0.048205,0.07374,0.088784,0.093364,0.090423,0.08316,0.074003,0.064486,0.055451,0.047288,0.040125,0.03395,0.028683,0.02422,0.020452,0.017278,0.014606,0.012358,0.010465,0.0088697,0.007525,0.0063901,0.0054313,0.0046205,0.0039341,0.0033524,0.0028589,0.00244,0.0020839,0.001781,0.0015231,0.0013034,0.001116,0.00095611,0.00081957,0.00070289,0.00060312,0.00051775,0.00044467,0.00038207,0.00032841,0.00028241,0.00024294,0.00020906,0.00017997,0.00015498,0.0001335,0.00011503,9.9152e-05,8.5488e-05
0.018195,0.043768,0.067621,0.082293,0.087535,0.085815,0.07994,0.072095,0.063698,0.055557,0.048071,0.041396,0.035553,0.030494,0.026144,0.022418,0.019232,0.016511,0.014187,0.012202,0.010505,0.0090519,0.0078077,0.0067407,0.0058248,0.0050377,0.0043606,0.0037775,0.0032749,0.0028412,0.0024666,0.0021428,0.0018627,0.0016202,0.00141,0.0012278,0.0010697,0.0009324,0.00081311,0.00070941,0.00061919,0.00054068,0.0004723,0.00041274,0.00036081,0.00031553,0.00027602,0.00024154,0.00021143,0.00018513,0.00016215
0.017677,0.040248,0.062673,0.076917,0.082561,0.08172,0.0769,0.07009,0.062607,0.055222,0.048333,0.042109,0.036594,0.031764,0.027562,0.023921,0.020772,0.018052,0.015702,0.013671,0.011915,0.010394,0.0090765,0.0079333,0.0069405,0.0060772,0.0053258,0.004671,0.0040999,0.0036012,0.0031654,0.0027842,0.0024504,0.0021579,0.0019015,0.0016764,0.0014787,0.001305,0.0011523,0.0010178,0.00089949,0.00079524,0.00070335,0.00062231,0.00055081,0.0004877,0.00043197,0.00038273,0.0003392,0.00030072,0.00026668
0.017837,0.037383,0.058582,0.072389,0.078271,0.07808,0.07408,0.068099,0.06137,0.054626,0.048257,0.042442,0.037238,0.032636,0.028595,0.025061,0.021977,0.019289,0.016945,0.0149,0.013115,0.011556,0.010192,0.0089977,0.0079507,0.0070317,0.0062242,0.0055138,0.0048883,0.004337,0.0038505,0.0034209,0.0030411,0.0027051,0.0024076,0.002144,0.0019103,0.0017029,0.0015187,0.0013551,0.0012096,0.0010802,0.00096502,0.00086245,0.00077107,0.00068961,0.00061696,0.00055215,0.0004943,0.00044264,0.0003965
