0.90873,0.042767,0.018135,0.010247,0.0065109,0.0044085,0.0031058,0.002248,0.0016591,0.0012427,0.0009416
0.90218,0.044711,0.0193,0.011095,0.0071677,0.0049295,0.0035233,0.002584,0.0019303,0.0014619,0.001119
0.89513,0.046688,0.020521,0.012005,0.0078866,0.0055096,0.0039951,0.0029689,0.0022447,0.0017188,0.001329
0.88757,0.048688,0.021797,0.012979,0.0086722,0.0061546,0.0045276,0.0034092,0.0026086,0.0020195,0.0015773
0.87944,0.050703,0.023127,0.01402,0.0095291,0.0068705,0.0051277,0.003912,0.0030293,0.0023709,0.0018703
0.87072,0.052719,0.024507,0.01513,0.010462,0.0076634,0.0058025,0.0044851,0.0035146,0.0027807,0.0022155
0.86138,0.054721,0.025933,0.016308,0.011474,0.0085395,0.0065598,0.005137,0.0040734,0.0032577,0.0026214
0.85137,0.056692,0.027399,0.017555,0.012569,0.0095048,0.0074072,0.0058766,0.0047151,0.0038116,0.0030973
0.84069,0.058611,0.028896,0.018868,0.013749,0.010565,0.0083525,0.0067129,0.0054496,0.0044527,0.0036538
0.82931,0.060453,0.030414,0.020244,0.015015,0.011724,0.0094029,0.0076553,0.0062876,0.0051921,0.0043022
